Search Option - County,Search Option - County Count,Transaction ID,Transaction ID Count,Contact Start Time,Contact Start Time Count,Contact Start Date,Referred Services
Jackson,4939,5066649.0,1.0,07:23:43,1.0,2019-07-01,Large Item Trash/Garbage Pickup
Jackson,4939,5066661.0,1.0,07:59:28,1.0,2019-07-01,
Jackson,4939,5066671.0,1.0,08:11:41,1.0,2019-07-01,Property Tax Payment Assistance
Jackson,4939,5066677.0,1.0,08:17:54,1.0,2019-07-01,Furniture/Home Furnishings Donation Programs
Jackson,4939,5066684.0,1.0,08:25:55,1.0,2019-07-01,Electric Service Payment Assistance
Jackson,4939,5066684.0,1.0,08:25:55,1.0,2019-07-01,Water Service Payment Assistance
Jackson,4939,5066705.0,1.0,08:41:12,1.0,2019-07-01,Rent Payment Assistance
Jackson,4939,5066770.0,1.0,09:16:43,1.0,2019-07-01,Automobiles
Jackson,4939,5066833.0,1.0,09:43:33,1.0,2019-07-01,Water Service Payment Assistance
Jackson,4939,5066897.0,1.0,10:11:39,1.0,2019-07-01,Electric Service Payment Assistance
Jackson,4939,5066919.0,1.0,10:20:32,1.0,2019-07-01,Non-Emergency Medical Transportation
Jackson,4939,5066921.0,1.0,10:21:34,1.0,2019-07-01,Homeless Motel Vouchers
Jackson,4939,5066923.0,1.0,10:22:32,1.0,2019-07-01,Low Income/Subsidized Private Rental Housing
Jackson,4939,5066962.0,1.0,10:40:22,1.0,2019-07-01,General Legal Aid
Jackson,4939,5066991.0,1.0,10:53:14,1.0,2019-07-01,Work Clothing
Jackson,4939,5067026.0,1.0,11:06:57,1.0,2019-07-01,Food Pantries
Jackson,4939,5067046.0,1.0,11:13:24,1.0,2019-07-01,Cell Phones
Jackson,4939,5067082.0,1.0,11:25:12,1.0,2019-07-01,Medical Care Expense Assistance
Jackson,4939,5067102.0,1.0,11:35:37,1.0,2019-07-01,Work Clothing
Jackson,4939,5067126.0,1.0,11:46:01,1.0,2019-07-01,Bus Fare
Jackson,4939,5067184.0,1.0,12:15:52,1.0,2019-07-01,Electric Service Payment Assistance
Jackson,4939,5067188.0,1.0,12:17:22,1.0,2019-07-01,Housing Search Assistance
Jackson,4939,5067191.0,1.0,12:20:26,1.0,2019-07-01,Home Rehabilitation Grants
Jackson,4939,5067200.0,1.0,12:23:43,1.0,2019-07-01,General Legal Aid
Jackson,4939,5067200.0,1.0,12:23:43,1.0,2019-07-01,Housing Search Assistance
Jackson,4939,5067207.0,1.0,12:29:18,1.0,2019-07-01,
Jackson,4939,5067215.0,1.0,12:33:33,1.0,2019-07-01,Mortgage Payment Assistance
Jackson,4939,5067235.0,1.0,12:46:09,1.0,2019-07-01,Specialized Information and Referral
Jackson,4939,5067245.0,1.0,12:52:26,1.0,2019-07-01,Housing Search Assistance
Jackson,4939,5067253.0,1.0,12:58:20,1.0,2019-07-01,Electric Service Payment Assistance
Jackson,4939,5067253.0,1.0,12:58:20,1.0,2019-07-01,Rent Payment Assistance
Jackson,4939,5067386.0,1.0,14:11:59,1.0,2019-07-01,Rent Payment Assistance
Jackson,4939,5067403.0,1.0,14:19:54,1.0,2019-07-01,Electric Service Payment Assistance
Jackson,4939,5067409.0,1.0,14:23:19,1.0,2019-07-01,
Jackson,4939,5067417.0,1.0,14:29:22,1.0,2019-07-01,
Jackson,4939,5067434.0,1.0,14:39:04,1.0,2019-07-01,Divorce Assistance
Jackson,4939,5067457.0,1.0,14:57:09,1.0,2019-07-01,VITA Program Sites
Jackson,4939,5067495.0,1.0,15:23:27,1.0,2019-07-01,Property Tax Payment Assistance
Jackson,4939,5067495.0,1.0,15:23:27,1.0,2019-07-01,Tax Foreclosure Assistance
Jackson,4939,5067523.0,1.0,15:42:12,1.0,2019-07-01,Rent Payment Assistance
Jackson,4939,5067536.0,1.0,15:52:59,1.0,2019-07-01,Food Pantries
Jackson,4939,5067591.0,1.0,16:31:44,1.0,2019-07-01,VITA Program Sites
Jackson,4939,5067636.0,1.0,17:10:35,1.0,2019-07-01,Medical Care Expense Assistance
Jackson,4939,5067892.0,1.0,09:37:16,1.0,2019-07-02,Electric Service Payment Assistance
Jackson,4939,5067904.0,1.0,09:45:13,1.0,2019-07-02,Rent Payment Assistance
Jackson,4939,5068067.0,1.0,11:18:16,1.0,2019-07-02,
Jackson,4939,5068107.0,1.0,11:41:36,1.0,2019-07-02,
Jackson,4939,5068127.0,1.0,11:53:51,1.0,2019-07-02,Housing Search Assistance
Jackson,4939,5068135.0,1.0,11:59:03,1.0,2019-07-02,
Jackson,4939,5068145.0,1.0,12:03:09,1.0,2019-07-02,Adult/Child Mentoring Programs
Jackson,4939,5068145.0,1.0,12:03:09,1.0,2019-07-02,Problem Solving/Decision Making Skills Development
Jackson,4939,5068197.0,1.0,12:26:44,1.0,2019-07-02,Community Mental Health Agencies
Jackson,4939,5068197.0,1.0,12:26:44,1.0,2019-07-02,Food Pantries
Jackson,4939,5068197.0,1.0,12:26:44,1.0,2019-07-02,Housing Search Assistance
Jackson,4939,5068197.0,1.0,12:26:44,1.0,2019-07-02,Rental Deposit Assistance
Jackson,4939,5068211.0,1.0,12:41:13,1.0,2019-07-02,Prescription Expense Assistance
Jackson,4939,5068256.0,1.0,13:07:50,1.0,2019-07-02,Rent Payment Assistance
Jackson,4939,5068435.0,1.0,14:42:44,1.0,2019-07-02,General Furniture Provision
Jackson,4939,5068443.0,1.0,14:45:59,1.0,2019-07-02,Electric Service Payment Assistance
Jackson,4939,5068474.0,1.0,15:08:50,1.0,2019-07-02,Automobiles
Jackson,4939,5068474.0,1.0,15:08:50,1.0,2019-07-02,Housing Search Assistance
Jackson,4939,5068474.0,1.0,15:08:50,1.0,2019-07-02,Non-Emergency Medical Transportation
Jackson,4939,5068499.0,1.0,15:20:36,1.0,2019-07-02,Case/Care Management
Jackson,4939,5068499.0,1.0,15:20:36,1.0,2019-07-02,Mortgage Payment Assistance
Jackson,4939,5068499.0,1.0,15:20:36,1.0,2019-07-02,Property Tax Payment Assistance
Jackson,4939,5068547.0,1.0,15:45:25,1.0,2019-07-02,Emergency Dental Care
Jackson,4939,5068547.0,1.0,15:45:25,1.0,2019-07-02,Physician Referrals
Jackson,4939,5068628.0,1.0,16:35:14,1.0,2019-07-02,Automotive Repair and Maintenance
Jackson,4939,5068684.0,1.0,17:52:57,1.0,2019-07-02,Physician Referrals
Jackson,4939,5068704.0,1.0,18:39:54,1.0,2019-07-02,
Jackson,4939,5068747.0,1.0,21:39:28,1.0,2019-07-02,
Jackson,4939,5068752.0,1.0,21:58:07,1.0,2019-07-02,Home Rehabilitation Grants
Jackson,4939,5068752.0,1.0,21:58:07,1.0,2019-07-02,Home Rehabilitation Loans
Jackson,4939,5068773.0,1.0,03:44:51,1.0,2019-07-03,General Acute Care Hospitals
Jackson,4939,5068773.0,1.0,03:44:51,1.0,2019-07-03,General Crisis Intervention Hotlines
Jackson,4939,5068774.0,1.0,03:56:40,1.0,2019-07-03,General Crisis Intervention Hotlines
Jackson,4939,5068791.0,1.0,07:39:01,1.0,2019-07-03,
Jackson,4939,5068815.0,1.0,08:24:21,1.0,2019-07-03,General Furniture Provision
Jackson,4939,5068917.0,1.0,09:38:23,1.0,2019-07-03,Food Pantries
Jackson,4939,5068940.0,1.0,09:50:21,1.0,2019-07-03,General Furniture Provision
Jackson,4939,5068975.0,1.0,10:13:17,1.0,2019-07-03,
Jackson,4939,5069000.0,1.0,10:21:39,1.0,2019-07-03,Water Service Payment Assistance
Jackson,4939,5069015.0,1.0,10:30:29,1.0,2019-07-03,Summer Food Service Programs
Jackson,4939,5069033.0,1.0,10:40:47,1.0,2019-07-03,
Jackson,4939,5069076.0,1.0,11:09:02,1.0,2019-07-03,Electric Service Payment Assistance
Jackson,4939,5069077.0,1.0,11:09:31,1.0,2019-07-03,Summer Food Service Programs
Jackson,4939,5069120.0,1.0,11:34:49,1.0,2019-07-03,Summer Food Service Programs
Jackson,4939,5069131.0,1.0,11:41:15,1.0,2019-07-03,Electric Service Payment Assistance
Jackson,4939,5069136.0,1.0,11:44:55,1.0,2019-07-03,Mortgage Payment Assistance
Jackson,4939,5069174.0,1.0,12:08:47,1.0,2019-07-03,Property Tax Payment Assistance
Jackson,4939,5069178.0,1.0,12:11:17,1.0,2019-07-03,Directory Assistance
Jackson,4939,5069188.0,1.0,12:18:34,1.0,2019-07-03,Birth Certificate Fee Payment Assistance
Jackson,4939,5069222.0,1.0,12:37:08,1.0,2019-07-03,Electric Service Payment Assistance
Jackson,4939,5069290.0,1.0,13:18:21,1.0,2019-07-03,
Jackson,4939,5069348.0,1.0,14:04:32,1.0,2019-07-03,Preschool Referral Programs
Jackson,4939,5069378.0,1.0,14:22:16,1.0,2019-07-03,Mold Pollution Information
Jackson,4939,5069466.0,1.0,15:32:11,1.0,2019-07-03,General Furniture Provision
Jackson,4939,5069501.0,1.0,16:06:21,1.0,2019-07-03,Electric Service Payment Assistance
Jackson,4939,5069501.0,1.0,16:06:21,1.0,2019-07-03,General Furniture Provision
Jackson,4939,5069514.0,1.0,16:21:01,1.0,2019-07-03,Appliance Donation Programs
Jackson,4939,5069557.0,1.0,17:45:12,1.0,2019-07-03,Prescription Expense Assistance
Jackson,4939,5069562.0,1.0,17:56:07,1.0,2019-07-03,Property Tax Payment Assistance
Jackson,4939,5069641.0,1.0,07:27:36,1.0,2019-07-04,Home Rental Listings
Jackson,4939,5069715.0,1.0,13:04:45,1.0,2019-07-04,
Jackson,4939,5069722.0,1.0,13:22:08,1.0,2019-07-04,
Jackson,4939,5069785.0,1.0,21:51:34,1.0,2019-07-04,
Jackson,4939,5069788.0,1.0,22:24:17,1.0,2019-07-04,National Security Organizations
Jackson,4939,5069795.0,1.0,00:08:16,1.0,2019-07-05,
Jackson,4939,5069840.0,1.0,08:30:05,1.0,2019-07-05,Bus Fare
Jackson,4939,5069862.0,1.0,09:01:01,1.0,2019-07-05,
Jackson,4939,5069896.0,1.0,09:35:02,1.0,2019-07-05,Electric Service Payment Assistance
Jackson,4939,5069905.0,1.0,09:45:27,1.0,2019-07-05,Electric Service Payment Assistance
Jackson,4939,5069905.0,1.0,09:45:27,1.0,2019-07-05,Property Tax Payment Assistance
Jackson,4939,5069932.0,1.0,10:05:31,1.0,2019-07-05,Motor Vehicle Registration
Jackson,4939,5069945.0,1.0,10:14:09,1.0,2019-07-05,Electric Service Payment Assistance
Jackson,4939,5070001.0,1.0,11:02:06,1.0,2019-07-05,General Legal Aid
Jackson,4939,5070060.0,1.0,11:43:58,1.0,2019-07-05,General Furniture Provision
Jackson,4939,5070078.0,1.0,11:55:35,1.0,2019-07-05,Food Pantries
Jackson,4939,5070081.0,1.0,11:57:47,1.0,2019-07-05,Hearing Aids
Jackson,4939,5070089.0,1.0,12:13:21,1.0,2019-07-05,Bus Fare
Jackson,4939,5070124.0,1.0,12:47:22,1.0,2019-07-05,Electric Service Payment Assistance
Jackson,4939,5070139.0,1.0,13:01:37,1.0,2019-07-05,Diapers
Jackson,4939,5070144.0,1.0,13:07:19,1.0,2019-07-05,Rent Payment Assistance
Jackson,4939,5070162.0,1.0,13:28:09,1.0,2019-07-05,Directory Assistance
